Method,Parameter_Name,Parameter_Type,Parent,Children,Same_As_Parent,Description,Reference_of_documentation,Used_For,Used_By?,Informal_Propositions,Rules_Name,Rules_Description,Calling_Parameters,Calling_Param_Types,Supertypes,Called_from_x_as,Called_element_from_x
IfcTrimmedCurve,"[BasisCurve, Trim1, Trim2, SenseAgreement, MasterRepresentation]","[IfcCurve, IfcTrimmingSelect S[1:2] FIX, IfcTrimmingSelect S[1:2] FIX, IfcBoolean FIX, IfcTrimmingPreference FIX]",IfcBoundedCurve,NULL,FALSE,"An IfcTrimmedCurve is a bounded curve that is trimmed at both ends. The trimming points may be provided by a Cartesian point or by a parameter value, based on the parameterization of the BasisCurve. The SenseAgreement attribute indicates whether the direction of the IfcTrimmedCurve agrees with or is opposed to the direction of the BasisCurve.",8.9.3.58,,"Constructors","1. Where both the parameter value and the Cartesian point exist for Trim1 and Trim2 they shall be consistent. (i.e., the BasisCurve evaluated at the parameter value shall coincide with the specified point).\n 2. When a Cartesian point is specified by Trim1 or by Trim2 it shall lie on the BasisCurve.\n 3. Except the case of a closed BasisCurve where both parameter 1 and parameter 2 exist, they shall be consistent with the sense flag, i.e., (sense = parameter 1 < parameter 2). Or, for every open curve where both parameter 1 and parameter 2 exist, they shall be consistent with the SenseAgreement, i.e., SenseAgreement = (parameter 1 < parameter 2).\n 4. If both parameter 1 and parameter 2 exist, then parameter 1 <> parameter 2. For a closed base curve, e.g. IfcCircle or IfcEllipse, this also applies to the cyclic properties, as 360' is equal to 0', parameter 1 = 360' and parameter 2 = 0' are treated as being equal and therefore violating this proposition.\n 5. When a parameter value is specified by Trim1 or Trim2 it shall lie within the parametric range of the BasisCurve.","[Trim1ValuesConsistent, Trim2ValuesConsistent, NoTrimOfBoundedCurves]","[Either a single value is specified for Trim1; or the two trimming values are of different type (point and parameter)., Either a single value is specified for Trim2; or the two trimming values are of different type (point and parameter)., Already bounded curves shall not be trimmed.]","[LayerAssignment, StyledByItem]","[IfcPresentationLayerAssignment @AssignedItems S[0:1], IfcStyledItem @Item S[0:1]]","[IfcRepresentationItem, IfcGeometricRepresentationItem, IfcCurve, IfcBoundedCurve]","[]","[]"
IfcVector,"[Orientation, Magnitude]","[IfcDirection, IfcLengthMeasure FIX]",IfcGeometricRepresentationItem,NULL,FALSE,"An IfcVector is a geometric representation item having both a magnitude and direction.",8.9.3.59,,"Constructors",NULL,"[MagGreaterOrEqualZero]","[The magnitude shall be positive or zero.]","[LayerAssignment, StyledByItem]","[IfcPresentationLayerAssignment @AssignedItems S[0:1], IfcStyledItem @Item S[0:1]]","[IfcRepresentationItem, IfcGeometricRepresentationItem]","[]","[]"
IfcMaterial,"[Name, Description, Category]","[IfcLabel FIX, IfcText ? FIX, IfcLabel ? FIX]",IfcMaterialDefinition,NULL,FALSE,"IfcMaterial is a homogeneous or inhomogeneous substance that can be used to form elements (physical products or their components). IfcMaterial is the basic entity for material designation and definition; this includes identification by name and classification (via reference to an external classification), as well as association of material properties (isotropic or anisotropic) defined by (subtypes of) IfcMaterialProperties. An instance of IfcMaterial may be associated to an element or element type using the IfcRelAssociatesMaterial relationship.",8.10.3.1,"Describe a material","Material Architect",NULL,"[]","[]","[AssociatedTo, HasExternalReferences, HasProperties, HasRepresentation, IsRelatedWith, RelatesTo]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?], IfcMaterialDefinitionRepresentation @RepresentedMaterial S[0:1], IfcMaterialRelationship @RelatedMaterials S[0:?]`, IfcMaterialRelationship @RelatingMaterial S[0:1]]","[IfcMaterialDefinition]","[]","[]"
IfcMaterialClassificationRelationship,"[MaterialClassifications, ClassifiedMaterial]","[IfcClassificationSelect S[1:?] FIX, IfcMaterial]",NULL,NULL,FALSE,"IfcMaterialClassificationRelationship is a relationship assigning classifications to materials.",8.10.3.2,"Assign a classification to materials","Material Architect",NULL,"[]","[]","[]","[]","[]","[]","[]"
IfcMaterialConstituent,"[Name, Description, Material, Fraction, Category]","[IfcLabel ? FIX, IfcText ? FIX, IfcMaterial, IfcNormalisedRatioMeasure ? FIX, IfcLabel ? FIX]",IfcMaterialDefinition,NULL,FALSE,"IfcMaterialConstituent is a single and identifiable part of an element which is constructed of a number of part (one or more) each having an individual material. The association of the material constituent to the part is provided by a keyword as value of the Name attribute. In order to identify and distinguish the part of the shape representation to which the material constituent applies the IfcProductDefinitionShape of the element has to include instances of IfcShapeAspect, using the same keyword for their Name attribute.",8.10.3.3,"Describe single part of an element which is constructed of a number of parts, each having an individual material","Material Architect",NULL,"[]","[]","[AssociatedTo, HasExternalReferences, HasProperties, ToMaterialConstituentSet]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?], IfcMaterialConstituentSet @MaterialConstituents S[1:1]]","[IfcMaterialDefinition]","[]","[]"
IfcMaterialConstituentSet,"[Name, Description, MaterialConstituents]","[IfcLabel ? FIX, IfcText ? FIX, IfcMaterialConstituent S[1:?]?]",IfcMaterialDefinition,NULL,FALSE,"IfcMaterialConstituentSet is a collection of individual material constituents, each assigning a material to a part of an element. The parts are only identified by a keyword (as opposed to an IfcMaterialLayerSet or IfcMaterialProfileSet where each part has an individual shape parameter (layer thickness or layer profile).",8.10.3.4,"Define a collection of material constituents","Material Architect",NULL,"[]","[]","[AssociatedTo, HasExternalReferences, HasProperties]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?]]","[IfcMaterialDefinition]","[ToMaterialConstituentSet]","[MaterialConstituents 1]"
IfcMaterialDefinition,"[]","[]",NULL,"[IfcMaterial, IfcMaterialConstituent, IfcMaterialConstituentSet, IfcMaterialLayer, IfcMaterialLayerSet, IfcMaterialProfile, IfcMaterialProfileSet]",FALSE,"IfcMaterialDefinition is a general supertype for all material related information items in IFC that have common material related properties that may include association of material with some shape parameters or assignments to identified parts of a component.",8.10.3.5,"Supertype/Define material","Material Architect",NULL,"[]","[]","[AssociatedTo, HasExternalReferences, HasProperties]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?]]","[]","[]","[]"
IfcMaterialLayer,"[Material, LayerThickness, IsVentilated, Name, Description, Category, Priority]","[IfcMaterial ?, IfcNonNegativeLengthMeasure FIX, IfcLogical ? FIX, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcInteger ? FIX]",IfcMaterialDefinition,"[IfcMaterialLayerWithOffsets]",FALSE,"IfcMaterialLayer is a single and identifiable part of an element which is constructed of a number of layers (one or more). Each IfcMaterialLayer has a constant thickness and is located relative to the referencing IfcMaterialLayerSet along the material layer set base (MlsBase).",8.10.3.6,"Define a material layer","Material Architect",NULL,"[NormalizedPriority]","[The Property shall all be given as a normalized integer range [0..100]; where 0 is the lowest and 100 the highest priority of the material layer.]","[AssociatedTo, HasExternalReferences, HasProperties, ToMaterialLayerSet]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?], IfcMaterialLayerSet @MaterialLayers S[1:1]]","[IfcMaterialDefinition]","[]","[]"
IfcMaterialLayerSet,"[MaterialLayers, LayerSetName, Description]","[IfcMaterialLayer L[1:?], IfcLabel ? FIX, IfcText ? FIX]",IfcMaterialDefinition,NULL,FALSE,"The IfcMaterialLayerSet is a designation by which materials of an element constructed of a number of material layers is known and through which the relative positioning of individual layers can be expressed. The Material Layer Set Base (MlsBase) describes the imaginary axis along which the material layers are positioned.",8.10.3.7,"Define a material layer set","Material Architect",NULL,"[]","[]","[AssociatedTo, HasExternalReferences, HasProperties]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?]]","[IfcMaterialDefinition]","[ToMaterialLayerSet]","[MaterialLayers 1]"
IfcMaterialLayerSetUsage,"[ForLayerSet, LayerSetDirection, DirectionSense, OffsetFromReferenceLine, ReferenceExtent]","[IfcMaterialLayerSet, IfcLayerSetDirectionEnum FIX, IfcDirectionSenseEnum FIX, IfcLengthMeasure FIX, IfcPositiveLengthMeasure ? FIX]",IfcMaterialUsageDefinition,NULL,FALSE,"he IfcMaterialLayerSetUsage determines the usage of IfcMaterialLayerSet in terms of its location and orientation relative to the associated element geometry. The location of material layer set shall be compatible with the building element geometry (that is, material layers shall fit inside the element geometry). The rules to ensure the compatibility depend on the type of the building element.",8.10.3.8,"Describe the usage of a material layer set","Material Architect",NULL,"[]","[]","[AssociatedTo]","[IfcRelAssociatesMaterial @RelatingMaterial S[1:?]]","[IfcMaterialUsageDefinition]","[]","[]"
IfcMaterialLayerWithOffsets,"[Material, LayerThickness, IsVentilated, Name, Description, Category, Priority, OffsetDirection, OffsetValues]","[IfcMaterial ?, IfcNonNegativeLengthMeasure FIX, IfcLogical ? FIX, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcInteger ? FIX, IfcLayerSetDirectionEnum FIX, IfcLengthMeasure A[1:2] FIX]",IfcMaterialLayer,NULL,FALSE,"IfcMaterialLayerWithOffsets is a specialization of IfcMaterialLayer enabling definition of offset values along edges (within the material layer set usage in parent layer set). It defines the assignment of two offset values for a material layer in its intended use within a material layer set. Offsets are applied to the edges of layered elements (that is, in directions perpendicular to the layer set direction). Offsets shall not be used in layer set direction, that is, for modelling gaps (or overlaps) between layers; gaps shall be modeled as layers with appropriate material assignment for the void.",8.10.3.9,"Define a material layer set, with enabled definition of offset values along edges","Material Architect","1. The OffsetDirection shall not be identical to the LayerSetDirection of the corresponding IfcMaterialLayerSetUsage.\n The attribute ReferenceExtent shall be asserted at the corresponding IfcMaterialLayerSetUsage.","[]","[]","[AssociatedTo, HasExternalReferences, HasProperties, ToMaterialLayerSet]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?], IfcMaterialLayerSet @MaterialLayers S[1:1]]","[IfcMaterialDefinition, IfcMaterialLayer]","[]","[]"
IfcMaterialList,"[Materials]","[IfcMaterial L[1:?]]",NULL,NULL,FALSE,"IfcMaterialList is a list of the different materials that are used in an element.",8.10.3.10,"Set list of materials used in an element","Material Architect",NULL,"[]","[]","[]","[]","[]","[]","[]"
IfcMaterialProfile,"[Name, Description, Material, Profile, Priority, Category]","[IfcLabel ? FIX, IfcText ? FIX, IfcMaterial ?, IfcProfileDef, IfcInteger ? FIX, IfcLabel ? FIX]",IfcMaterialDefinition,"[IfcMaterialProfileWithOffsets]",FALSE,"IfcMaterialProfile is a single and identifiable cross section of an element which is constructed of a number of profiles (one or more).",8.10.3.11,"Set the profile of a material","Material Architect",NULL,"[NormalizedPriority]","[The Property shall all be given as a normalized integer range [0..100]; where 0 is the lowest and 100 the highest priority of the material profile.]","[AssociatedTo, HasExternalReferences, HasProperties, ToMaterialProfileSet]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?], IfcMaterialProfileSet @MaterialProfiles S[1:1]]","[IfcMaterialDefinition]","[]","[]"
IfcMaterialProfileSet,"[Name, Description, MaterialProfiles, CompositeProfiles]","[IfcLabel ? FIX, IfcText ? FIX, IfcMaterialProfile L[1:?], IfcCompositeProfileDef ?]",IfcMaterialDefinition,NULL,FALSE,"The IfcMaterialProfileSet is a designation by which individual material(s) of a prismatic element (for example, beam or column) constructed of a single or multiple material profiles is known.",8.10.3.12,"Define a material profile set","Material Architect",NULL,"[]","[]","[AssociatedTo, HasExternalReferences, HasProperties]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?]]","[IfcMaterialDefinition]","[ToMaterialProfileSet]","[MaterialProfiles 1]"
IfcMaterialProfileSetUsage,"[ForProfileSet, CardinalPoint, ReferenceExtent]","[IfcMaterialProfileSet, IfcCardinalPointReference ? FIX, IfcPositiveLengthMeasure ? FIX]",IfcMaterialUsageDefinition,"[IfcMaterialProfileSetUsageTapering]",FALSE,"IfcMaterialProfileSetUsage determines the usage of IfcMaterialProfileSet in terms of its location relative to the associated element geometry. The location of a material profile set shall be compatible with the building element geometry (that is, material profiles shall fit inside the element geometry). The rules to ensure the compatibility depend on the type of the building element. For building elements with shape representations which are based on extruded solids, this is accomplished by referring to the identical profile definition in the shape model as in the material profile set.",8.10.3.13,"Describe the usage of a material profile set","Material Architect",NULL,"[]","[]","[AssociatedTo]","[IfcRelAssociatesMaterial @RelatingMaterial S[1:?]]","[IfcMaterialUsageDefinition]","[]","[]"
IfcMaterialProfileSetUsageTapering,"[ForProfileSet, CardinalPoint, ReferenceExtent, ForProfileEndSet, CardinalEndPoint]","[IfcMaterialProfileSet, IfcCardinalPointReference ? FIX, IfcPositiveLengthMeasure ? FIX, IfcMaterialProfileSet, IfcCardinalPointReference ? FIX]",IfcMaterialProfileSetUsage,NULL,FALSE,"IfcMaterialProfileSetUsageTapering specifies dual material profile sets in association with tapered prismatic (beam- or column-like) elements. Usage with tapered building elements and usage with structural analysis curve members possible.",8.10.3.14,"Specify dual material profile sets in association with tapered prismatic elements","Material Architect",NULL,"[]","[]","[AssociatedTo]","[IfcRelAssociatesMaterial @RelatingMaterial S[1:?]]","[IfcMaterialUsageDefinition, IfcMaterialProfileSetUsage]","[]","[]"
IfcMaterialProfileWithOffsets,"[Name, Description, Material, Profile, Priority, Category, OffsetValues]","[IfcLabel ? FIX, IfcText ? FIX, IfcMaterial ?, IfcProfileDef, IfcInteger ? FIX, IfcLabel ? FIX, IfcLengthMeasure A[1:2] FIX]",IfcMaterialProfile,NULL,FALSE,"IfcMaterialProfileWithOffsets is a specialization of IfcMaterialProfile with additional longitudinal offsets.",8.10.3.15,"Define a material profile set, with additional longitudinal offsets","Material Architect",NULL,"[]","[]","[AssociatedTo, HasExternalReferences, HasProperties, ToMaterialProfileSet]","[IfcRelAssociatesMaterial @RelatingMaterial S[0:?], IfcExternalReferenceRelationship @RelatedResourceObjects S[0:?], IfcMaterialProperties @Material S[0:?], IfcMaterialProfileSet @MaterialProfiles S[1:1]]","[IfcMaterialDefinition, IfcMaterialProfile]","[]","[]"
